event_ts,agent_id,event_type,severity,blocked
2026-05-27T19:13:00,AGT-0001,rate_limit_hit,Low,true
2026-05-27T03:01:00,AGT-0001,jailbreak_attempt,High,false
2026-05-28T16:50:00,AGT-0001,policy_violation,Medium,true
2026-05-29T13:40:00,AGT-0001,prompt_injection_attempt,High,true
2026-05-29T20:08:00,AGT-0001,policy_violation,High,true
2026-05-30T10:38:00,AGT-0001,policy_violation,Medium,false
2026-04-01T14:14:00,AGT-0002,hallucination_flagged,Medium,false
2026-04-01T18:34:00,AGT-0002,supply_chain_alert,Critical,true
2026-04-01T21:11:00,AGT-0002,policy_violation,High,true
2026-04-01T06:50:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-01T10:19:00,AGT-0002,rate_limit_hit,Low,false
2026-04-01T02:02:00,AGT-0002,pii_leak_blocked,High,true
2026-04-01T23:44:00,AGT-0002,rate_limit_hit,Low,false
2026-04-01T03:16:00,AGT-0002,rate_limit_hit,Low,false
2026-04-01T20:11:00,AGT-0002,prompt_injection_attempt,Critical,false
2026-04-01T02:43:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-01T02:56:00,AGT-0002,system_prompt_disclosed,High,true
2026-04-01T03:20:00,AGT-0002,policy_violation,Medium,true
2026-04-01T00:33:00,AGT-0002,supply_chain_alert,High,true
2026-04-01T00:08:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-01T22:21:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-01T18:12:00,AGT-0002,rate_limit_hit,Low,true
2026-04-01T10:49:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-01T20:44:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-01T12:34:00,AGT-0002,rate_limit_hit,Low,true
2026-04-02T14:37:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-02T02:43:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-02T03:47:00,AGT-0002,policy_violation,Medium,true
2026-04-02T09:46:00,AGT-0002,pii_leak_blocked,High,true
2026-04-02T09:41:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-02T11:27:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-02T14:47:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-02T18:42:00,AGT-0002,pii_leak_blocked,High,true
2026-04-02T11:01:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-02T02:33:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-02T02:13:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-02T20:56:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-02T14:32:00,AGT-0002,rate_limit_hit,Low,true
2026-04-04T07:32:00,AGT-0002,supply_chain_alert,Critical,true
2026-04-04T21:27:00,AGT-0002,jailbreak_attempt,High,true
2026-04-04T22:38:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-04T17:13:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-04T15:18:00,AGT-0002,policy_violation,High,true
2026-04-05T12:20:00,AGT-0002,rate_limit_hit,Low,true
2026-04-05T13:03:00,AGT-0002,hallucination_flagged,Low,true
2026-04-05T02:49:00,AGT-0002,tool_misuse_blocked,High,false
2026-04-06T03:47:00,AGT-0002,hallucination_flagged,Low,true
2026-04-06T17:22:00,AGT-0002,policy_violation,Medium,false
2026-04-06T08:53:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-06T03:30:00,AGT-0002,hallucination_flagged,Low,true
2026-04-06T14:03:00,AGT-0002,rate_limit_hit,Low,true
2026-04-06T22:56:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-06T16:35:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-06T05:45:00,AGT-0002,pii_leak_blocked,High,true
2026-04-06T22:30:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-06T06:10:00,AGT-0002,pii_leak_blocked,High,true
2026-04-06T09:28:00,AGT-0002,rate_limit_hit,Low,false
2026-04-06T17:57:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-06T10:08:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-06T18:55:00,AGT-0002,pii_leak_blocked,High,true
2026-04-06T12:43:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-06T08:24:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-06T10:43:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-07T21:57:00,AGT-0002,rate_limit_hit,Low,true
2026-04-07T00:15:00,AGT-0002,system_prompt_disclosed,Critical,true
2026-04-07T23:54:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-07T01:23:00,AGT-0002,policy_violation,High,true
2026-04-07T04:21:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-07T10:14:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-07T11:14:00,AGT-0002,pii_leak_blocked,High,true
2026-04-07T04:18:00,AGT-0002,system_prompt_disclosed,High,true
2026-04-07T22:23:00,AGT-0002,pii_leak_blocked,High,true
2026-04-07T15:30:00,AGT-0002,tool_misuse_blocked,Critical,false
2026-04-07T01:14:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-07T20:49:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-07T16:59:00,AGT-0002,supply_chain_alert,High,true
2026-04-07T00:51:00,AGT-0002,policy_violation,Medium,true
2026-04-07T03:56:00,AGT-0002,policy_violation,Medium,true
2026-04-08T21:10:00,AGT-0002,jailbreak_attempt,Critical,true
2026-04-08T08:10:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-08T10:53:00,AGT-0002,hallucination_flagged,Low,true
2026-04-08T16:49:00,AGT-0002,system_prompt_disclosed,Critical,true
2026-04-08T00:42:00,AGT-0002,rate_limit_hit,Low,true
2026-04-08T19:39:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-08T14:40:00,AGT-0002,rate_limit_hit,Low,true
2026-04-08T10:10:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-08T18:32:00,AGT-0002,rate_limit_hit,Low,true
2026-04-08T01:39:00,AGT-0002,rate_limit_hit,Low,true
2026-04-09T09:19:00,AGT-0002,tool_misuse_blocked,Critical,false
2026-04-09T10:51:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-09T14:16:00,AGT-0002,policy_violation,Medium,true
2026-04-09T18:50:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-09T17:28:00,AGT-0002,pii_leak_blocked,High,true
2026-04-09T20:57:00,AGT-0002,pii_leak_blocked,High,true
2026-04-09T09:11:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-09T06:09:00,AGT-0002,tool_misuse_blocked,Critical,false
2026-04-09T09:37:00,AGT-0002,policy_violation,High,true
2026-04-09T08:33:00,AGT-0002,pii_leak_blocked,High,true
2026-04-09T01:05:00,AGT-0002,pii_leak_blocked,High,true
2026-04-09T03:46:00,AGT-0002,jailbreak_attempt,High,true
2026-04-10T13:35:00,AGT-0002,policy_violation,High,true
2026-04-10T15:39:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-10T13:06:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-10T00:30:00,AGT-0002,pii_leak_blocked,High,true
2026-04-10T08:09:00,AGT-0002,supply_chain_alert,High,true
2026-04-10T21:10:00,AGT-0002,system_prompt_disclosed,Critical,true
2026-04-10T06:11:00,AGT-0002,embedding_anomaly,Medium,false
2026-04-10T18:21:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-10T01:34:00,AGT-0002,pii_leak_blocked,High,false
2026-04-10T14:51:00,AGT-0002,rate_limit_hit,Low,false
2026-04-10T23:33:00,AGT-0002,policy_violation,High,true
2026-04-10T16:34:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-10T04:28:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-10T06:02:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-10T06:00:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-10T00:10:00,AGT-0002,rate_limit_hit,Low,false
2026-04-10T12:06:00,AGT-0002,jailbreak_attempt,Critical,false
2026-04-10T07:52:00,AGT-0002,policy_violation,High,true
2026-04-11T00:15:00,AGT-0002,pii_leak_blocked,High,true
2026-04-11T19:58:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-11T07:13:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-11T02:53:00,AGT-0002,policy_violation,Medium,true
2026-04-11T06:16:00,AGT-0002,jailbreak_attempt,High,true
2026-04-11T12:51:00,AGT-0002,prompt_injection_attempt,Critical,false
2026-04-11T23:06:00,AGT-0002,pii_leak_blocked,High,true
2026-04-11T12:34:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-11T15:20:00,AGT-0002,policy_violation,Medium,true
2026-04-11T07:44:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-11T07:24:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-11T22:13:00,AGT-0002,policy_violation,Medium,true
2026-04-11T02:34:00,AGT-0002,pii_leak_blocked,High,true
2026-04-11T09:49:00,AGT-0002,hallucination_flagged,Low,true
2026-04-12T04:02:00,AGT-0002,policy_violation,High,false
2026-04-13T03:33:00,AGT-0002,embedding_anomaly,Low,true
2026-04-13T14:36:00,AGT-0002,supply_chain_alert,Critical,true
2026-04-13T11:45:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-13T14:16:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-13T18:54:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-13T18:41:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-13T21:19:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-14T03:53:00,AGT-0002,rate_limit_hit,Low,true
2026-04-14T23:12:00,AGT-0002,embedding_anomaly,Low,true
2026-04-14T16:18:00,AGT-0002,policy_violation,High,true
2026-04-15T04:12:00,AGT-0002,rate_limit_hit,Low,true
2026-04-15T02:26:00,AGT-0002,hallucination_flagged,Low,true
2026-04-15T09:42:00,AGT-0002,policy_violation,High,true
2026-04-15T16:59:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-15T10:38:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-15T08:21:00,AGT-0002,rate_limit_hit,Low,true
2026-04-15T08:23:00,AGT-0002,rate_limit_hit,Low,true
2026-04-15T23:47:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-15T07:04:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-15T21:22:00,AGT-0002,rate_limit_hit,Low,true
2026-04-15T20:54:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-15T18:16:00,AGT-0002,jailbreak_attempt,High,true
2026-04-15T06:53:00,AGT-0002,system_prompt_disclosed,Critical,true
2026-04-15T02:26:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-15T17:52:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-15T22:46:00,AGT-0002,hallucination_flagged,Low,false
2026-04-15T05:35:00,AGT-0002,jailbreak_attempt,Critical,true
2026-04-16T15:11:00,AGT-0002,hallucination_flagged,Low,false
2026-04-16T12:35:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-16T09:32:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-16T08:29:00,AGT-0002,rate_limit_hit,Low,false
2026-04-16T22:57:00,AGT-0002,rate_limit_hit,Low,false
2026-04-16T13:10:00,AGT-0002,policy_violation,High,false
2026-04-16T15:03:00,AGT-0002,rate_limit_hit,Low,true
2026-04-16T05:27:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-16T12:32:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-16T04:42:00,AGT-0002,tool_misuse_blocked,High,false
2026-04-16T19:22:00,AGT-0002,rate_limit_hit,Low,true
2026-04-16T11:23:00,AGT-0002,hallucination_flagged,Low,true
2026-04-16T14:23:00,AGT-0002,system_prompt_disclosed,High,true
2026-04-16T16:48:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-16T23:58:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-16T08:47:00,AGT-0002,jailbreak_attempt,Critical,true
2026-04-16T04:28:00,AGT-0002,policy_violation,Medium,true
2026-04-16T22:25:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-16T06:41:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-17T23:52:00,AGT-0002,policy_violation,High,true
2026-04-17T11:46:00,AGT-0002,supply_chain_alert,High,true
2026-04-17T04:40:00,AGT-0002,tool_misuse_blocked,Critical,false
2026-04-17T22:22:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-17T20:51:00,AGT-0002,rate_limit_hit,Low,true
2026-04-17T15:27:00,AGT-0002,rate_limit_hit,Low,false
2026-04-17T04:54:00,AGT-0002,system_prompt_disclosed,High,true
2026-04-17T05:19:00,AGT-0002,jailbreak_attempt,High,false
2026-04-17T09:12:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-17T13:39:00,AGT-0002,system_prompt_disclosed,Critical,true
2026-04-17T13:53:00,AGT-0002,policy_violation,Medium,true
2026-04-17T17:45:00,AGT-0002,rate_limit_hit,Low,true
2026-04-17T02:17:00,AGT-0002,supply_chain_alert,High,false
2026-04-17T00:55:00,AGT-0002,hallucination_flagged,Low,false
2026-04-17T23:04:00,AGT-0002,rate_limit_hit,Low,true
2026-04-17T09:09:00,AGT-0002,prompt_injection_attempt,High,false
2026-04-17T18:32:00,AGT-0002,pii_leak_blocked,High,false
2026-04-17T15:24:00,AGT-0002,policy_violation,Medium,true
2026-04-17T17:23:00,AGT-0002,pii_leak_blocked,High,false
2026-04-17T13:50:00,AGT-0002,rate_limit_hit,Low,false
2026-04-18T02:55:00,AGT-0002,jailbreak_attempt,High,true
2026-04-19T09:45:00,AGT-0002,hallucination_flagged,Medium,false
2026-04-19T00:49:00,AGT-0002,rate_limit_hit,Low,true
2026-04-19T14:18:00,AGT-0002,pii_leak_blocked,High,true
2026-04-19T06:24:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-19T03:11:00,AGT-0002,embedding_anomaly,Medium,false
2026-04-19T22:17:00,AGT-0002,supply_chain_alert,Critical,false
2026-04-19T11:19:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-19T18:06:00,AGT-0002,jailbreak_attempt,High,false
2026-04-19T18:27:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-20T17:23:00,AGT-0002,policy_violation,Medium,true
2026-04-20T09:45:00,AGT-0002,pii_leak_blocked,High,true
2026-04-20T09:16:00,AGT-0002,pii_leak_blocked,High,true
2026-04-20T17:22:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-20T06:31:00,AGT-0002,rate_limit_hit,Low,true
2026-04-20T09:22:00,AGT-0002,rate_limit_hit,Low,true
2026-04-20T10:35:00,AGT-0002,rate_limit_hit,Low,true
2026-04-20T01:42:00,AGT-0002,pii_leak_blocked,High,true
2026-04-21T10:50:00,AGT-0002,rate_limit_hit,Low,true
2026-04-21T16:37:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-21T03:06:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-21T15:47:00,AGT-0002,system_prompt_disclosed,High,true
2026-04-21T20:41:00,AGT-0002,rate_limit_hit,Low,true
2026-04-21T06:58:00,AGT-0002,rate_limit_hit,Low,true
2026-04-21T03:11:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-21T17:39:00,AGT-0002,supply_chain_alert,High,true
2026-04-21T16:02:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-21T17:47:00,AGT-0002,pii_leak_blocked,High,true
2026-04-21T16:15:00,AGT-0002,hallucination_flagged,Low,true
2026-04-21T11:21:00,AGT-0002,supply_chain_alert,Critical,true
2026-04-21T08:43:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-21T14:24:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-21T08:25:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-21T22:23:00,AGT-0002,policy_violation,High,true
2026-04-21T05:26:00,AGT-0002,rate_limit_hit,Low,true
2026-04-21T03:13:00,AGT-0002,rate_limit_hit,Low,false
2026-04-22T16:27:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-22T18:24:00,AGT-0002,hallucination_flagged,Medium,false
2026-04-22T16:33:00,AGT-0002,policy_violation,Medium,true
2026-04-22T06:54:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-22T05:22:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-22T13:06:00,AGT-0002,rate_limit_hit,Low,true
2026-04-22T22:05:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-22T02:05:00,AGT-0002,pii_leak_blocked,High,true
2026-04-23T08:08:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-23T00:15:00,AGT-0002,rate_limit_hit,Low,true
2026-04-23T16:06:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-23T15:35:00,AGT-0002,system_prompt_disclosed,High,true
2026-04-23T05:41:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-23T03:57:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-23T10:53:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-23T13:18:00,AGT-0002,pii_leak_blocked,High,true
2026-04-23T15:06:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-23T04:49:00,AGT-0002,jailbreak_attempt,Critical,true
2026-04-23T23:02:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-23T01:46:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-23T23:36:00,AGT-0002,policy_violation,High,false
2026-04-23T21:07:00,AGT-0002,hallucination_flagged,Low,true
2026-04-23T04:06:00,AGT-0002,policy_violation,High,true
2026-04-23T12:50:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-23T13:36:00,AGT-0002,rate_limit_hit,Low,true
2026-04-24T10:06:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-24T17:53:00,AGT-0002,hallucination_flagged,Low,true
2026-04-24T00:32:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-24T09:36:00,AGT-0002,embedding_anomaly,Medium,false
2026-04-24T12:26:00,AGT-0002,pii_leak_blocked,High,true
2026-04-24T23:42:00,AGT-0002,pii_leak_blocked,Medium,false
2026-04-24T08:49:00,AGT-0002,pii_leak_blocked,High,true
2026-04-24T00:43:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-24T14:22:00,AGT-0002,prompt_injection_attempt,High,true
2026-04-25T11:13:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-25T13:32:00,AGT-0002,jailbreak_attempt,High,false
2026-04-25T01:02:00,AGT-0002,rate_limit_hit,Low,true
2026-04-25T11:54:00,AGT-0002,rate_limit_hit,Low,false
2026-04-25T22:50:00,AGT-0002,pii_leak_blocked,High,true
2026-04-25T15:33:00,AGT-0002,hallucination_flagged,Medium,false
2026-04-25T10:52:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-25T16:47:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-25T19:28:00,AGT-0002,rate_limit_hit,Low,true
2026-04-25T08:36:00,AGT-0002,rate_limit_hit,Low,false
2026-04-26T17:14:00,AGT-0002,embedding_anomaly,Medium,false
2026-04-26T09:40:00,AGT-0002,policy_violation,High,true
2026-04-26T07:05:00,AGT-0002,prompt_injection_attempt,High,false
2026-04-26T04:44:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-26T17:41:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-26T20:12:00,AGT-0002,hallucination_flagged,Medium,false
2026-04-26T04:23:00,AGT-0002,tool_misuse_blocked,Critical,true
2026-04-26T23:03:00,AGT-0002,policy_violation,High,true
2026-04-26T01:41:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-27T00:49:00,AGT-0002,rate_limit_hit,Low,true
2026-04-27T07:06:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-27T22:14:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-27T06:45:00,AGT-0002,supply_chain_alert,High,true
2026-04-27T22:22:00,AGT-0002,embedding_anomaly,Low,true
2026-04-27T06:51:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-27T01:17:00,AGT-0002,policy_violation,Medium,true
2026-04-27T08:00:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-27T00:07:00,AGT-0002,hallucination_flagged,Low,true
2026-04-27T01:31:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-27T11:27:00,AGT-0002,jailbreak_attempt,Critical,true
2026-04-27T20:29:00,AGT-0002,jailbreak_attempt,Critical,true
2026-04-27T07:51:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-27T15:08:00,AGT-0002,rate_limit_hit,Low,true
2026-04-28T14:15:00,AGT-0002,rate_limit_hit,Low,true
2026-04-28T21:56:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-28T04:40:00,AGT-0002,policy_violation,High,true
2026-04-28T19:31:00,AGT-0002,tool_misuse_blocked,High,true
2026-04-28T08:45:00,AGT-0002,system_prompt_disclosed,High,false
2026-04-28T07:31:00,AGT-0002,prompt_injection_attempt,High,false
2026-04-28T01:14:00,AGT-0002,supply_chain_alert,High,true
2026-04-28T23:01:00,AGT-0002,system_prompt_disclosed,High,true
2026-04-28T14:46:00,AGT-0002,rate_limit_hit,Low,true
2026-04-28T15:17:00,AGT-0002,policy_violation,High,true
2026-04-28T19:02:00,AGT-0002,policy_violation,High,true
2026-04-28T22:46:00,AGT-0002,rate_limit_hit,Low,true
2026-04-29T12:09:00,AGT-0002,policy_violation,High,true
2026-04-29T16:34:00,AGT-0002,rate_limit_hit,Low,true
2026-04-29T03:21:00,AGT-0002,rate_limit_hit,Low,true
2026-04-29T04:16:00,AGT-0002,policy_violation,Medium,true
2026-04-29T13:57:00,AGT-0002,embedding_anomaly,Medium,true
2026-04-29T22:41:00,AGT-0002,policy_violation,Medium,true
2026-04-29T13:32:00,AGT-0002,hallucination_flagged,Medium,true
2026-04-29T13:42:00,AGT-0002,pii_leak_blocked,High,true
2026-04-29T14:50:00,AGT-0002,rate_limit_hit,Low,false
2026-04-29T17:34:00,AGT-0002,prompt_injection_attempt,Critical,true
2026-04-29T21:58:00,AGT-0002,rate_limit_hit,Low,false
2026-04-29T11:05:00,AGT-0002,pii_leak_blocked,Medium,true
2026-04-29T23:04:00,AGT-0002,hallucination_flagged,Low,true
2026-04-29T15:49:00,AGT-0002,tool_misuse_blocked,High,true
